 Sirius Chiron 8 Feb 2021 100 exposures
 Wavelength    Intensity
  5296.7000     0.995850
  5296.7200     0.995199
  5296.7400     0.995793
  5296.7600     0.996227
  5296.7800     0.995667
  5296.8000     0.995359
  5296.8200     0.994297
  5296.8400     0.993783
  5296.8600     0.992184
  5296.8800     0.991419
  5296.9000     0.991248
  5296.9200     0.989089
  5296.9400     0.988222
  5296.9600     0.987262
  5296.9800     0.986691
  5297.0000     0.984305
  5297.0200     0.984305
  5297.0400     0.983163
  5297.0600     0.982797
  5297.0800     0.982146
  5297.1000     0.982706
  5297.1200     0.982112
  5297.1400     0.982854
  5297.1600     0.980753
  5297.1800     0.978721
  5297.2000     0.979451
  5297.2200     0.978572
  5297.2400     0.977030
  5297.2600     0.977601
  5297.2800     0.977327
  5297.3000     0.979029
  5297.3200     0.978743
  5297.3400     0.980308
  5297.3600     0.982101
  5297.3800     0.982124
  5297.4000     0.985527
  5297.4200     0.986840
  5297.4400     0.987377
  5297.4600     0.988861
  5297.4800     0.988359
  5297.5000     0.989010
  5297.5200     0.989089
  5297.5400     0.988598
  5297.5600     0.988861
  5297.5800     0.989295
  5297.6000     0.989089
  5297.6200     0.989798
  5297.6400     0.990460
  5297.6600     0.990209
  5297.6800     0.991259
  5297.7000     0.993406
  5297.7200     0.994571
  5297.7400     0.995473
  5297.7600     0.995724
  5297.7800     0.996569
  5297.8000     0.995450
  5297.8200     0.995382
  5297.8400     0.995553
  5297.8600     0.995165
  5297.8800     0.994628
  5297.9000     0.994103
  5297.9200     0.994445
  5297.9400     0.994845
  5297.9600     0.994148
  5297.9800     0.993532
  5298.0000     0.993646
  5298.0200     0.994537
  5298.0400     0.991922
  5298.0600     0.993303
  5298.0800     0.997140
  5298.1000     0.997232
  5298.1200     0.996192
  5298.1400     0.994240
  5298.1600     0.993440
  5298.1800     0.991864
  5298.2000     0.992207
  5298.2200     0.992413
  5298.2400     0.991510
  5298.2600     0.990928
  5298.2800     0.991305
  5298.3000     0.990688
  5298.3200     0.989946
  5298.3400     0.991670
  5298.3600     0.992584
  5298.3800     0.992778
  5298.4000     0.992675
  5298.4200     0.993600
  5298.4400     0.993406
  5298.4600     0.995142
  5298.4800     0.994948
  5298.5000     0.995359
  5298.5200     0.994605
  5298.5400     0.994662
  5298.5600     0.994948
  5298.5800     0.995473
  5298.6000     0.996078
  5298.6200     0.996569
  5298.6400     0.995896
  5298.6600     0.995896
  5298.6800     0.996078
  5298.7000     0.992310
  5298.7200     0.992630
  5298.7400     0.990677
  5298.7600     0.989124
  5298.7800     0.988564
  5298.8000     0.986977
  5298.8200     0.986052
  5298.8400     0.985207
  5298.8600     0.985252
  5298.8800     0.984122
  5298.9000     0.983071
  5298.9200     0.981336
  5298.9400     0.981119
  5298.9600     0.982672
  5298.9800     0.982055
  5299.0000     0.983174
  5299.0200     0.981884
  5299.0400     0.984613
  5299.0600     0.985401
  5299.0800     0.984453
  5299.1000     0.986577
  5299.1200     0.987445
  5299.1400     0.988930
  5299.1600     0.988336
  5299.1800     0.988987
  5299.2000     0.989261
  5299.2200     0.989763
  5299.2400     0.990231
  5299.2600     0.988461
  5299.2800     0.986908
  5299.3000     0.985675
  5299.3200     0.985515
  5299.3400     0.984750
  5299.3600     0.983825
  5299.3800     0.982877
  5299.4000     0.983197
  5299.4200     0.981084
  5299.4400     0.982215
  5299.4600     0.981621
  5299.4800     0.980902
  5299.5000     0.982546
  5299.5200     0.982249
  5299.5400     0.982980
  5299.5600     0.983277
  5299.5800     0.984956
  5299.6000     0.984739
  5299.6200     0.984933
  5299.6400     0.987091
  5299.6600     0.988621
  5299.6800     0.990939
  5299.7000     0.993737
  5299.7200     0.994400
  5299.7400     0.995507
  5299.7600     0.994662
  5299.7800     0.995599
  5299.8000     0.995062
  5299.8200     0.992561
  5299.8400     0.991191
  5299.8600     0.990494
  5299.8800     0.989364
  5299.9000     0.988473
  5299.9200     0.986897
  5299.9400     0.987091
  5299.9600     0.986452
  5299.9800     0.985230
  5300.0000     0.986109
  5300.0200     0.986646
  5300.0400     0.986029
  5300.0600     0.986623
  5300.0800     0.986178
  5300.1000     0.986840
  5300.1200     0.986760
  5300.1400     0.987274
  5300.1600     0.987365
  5300.1800     0.987788
  5300.2000     0.988656
  5300.2200     0.989295
  5300.2400     0.989238
  5300.2600     0.989798
  5300.2800     0.991236
  5300.3000     0.992378
  5300.3200     0.992767
  5300.3400     0.995873
  5300.3600     0.996467
  5300.3800     0.997597
  5300.4000     0.998225
  5300.4200     1.000246
  5300.4400     1.000509
  5300.4600     0.999687
  5300.4800     0.999447
  5300.5000     0.999379
  5300.5200     1.000041
  5300.5400     1.000520
  5300.5600     1.000886
  5300.5800     0.999710
  5300.6000     0.998533
  5300.6200     0.999379
  5300.6400     1.000098
  5300.6600     0.998865
  5300.6800     0.998111
  5300.7000     0.998054
  5300.7200     0.998248
  5300.7400     0.997357
  5300.7600     0.997871
  5300.7800     0.998362
  5300.8000     0.998282
  5300.8200     0.997814
  5300.8400     0.998511
  5300.8600     0.997688
  5300.8800     0.998054
  5300.9000     0.998008
  5300.9200     0.997220
  5300.9400     0.998122
  5300.9600     0.997529
  5300.9800     0.997700
  5301.0000     0.996912
  5301.0200     0.996706
  5301.0400     0.998693
  5301.0600     0.997997
  5301.0800     0.997095
  5301.1000     0.996946
  5301.1200     0.997563
  5301.1400     0.997266
  5301.1600     0.997483
  5301.1800     0.997757
  5301.2000     0.998202
  5301.2200     0.998225
  5301.2400     0.999653
  5301.2600     0.999127
  5301.2800     0.999287
  5301.3000     0.998773
  5301.3200     0.998773
  5301.3400     0.998351
  5301.3600     0.998693
  5301.3800     0.998659
  5301.4000     0.997506
  5301.4200     0.996215
  5301.4400     0.997140
  5301.4600     0.997392
  5301.4800     0.996969
  5301.5000     0.998191
  5301.5200     0.997106
  5301.5400     0.997848
  5301.5600     0.998077
  5301.5800     0.997426
  5301.6000     0.997837
  5301.6200     0.999424
  5301.6400     0.999184
  5301.6600     0.998613
  5301.6800     0.998362
  5301.7000     0.998248
  5301.7200     0.998659
  5301.7400     0.998042
  5301.7600     0.996227
  5301.7800     0.996501
  5301.8000     0.997312
  5301.8200     0.997083
  5301.8400     0.996021
  5301.8600     0.997003
  5301.8800     0.995542
  5301.9000     0.996992
  5301.9200     0.998522
  5301.9400     0.999972
  5301.9600     0.998659
  5301.9800     0.998385
  5302.0000     0.998636
  5302.0200     0.998465
  5302.0400     0.999219
  5302.0600     0.997631
  5302.0800     0.994559
  5302.1000     0.991134
  5302.1200     0.988747
  5302.1400     0.985252
  5302.1600     0.981530
  5302.1800     0.978698
  5302.2000     0.974804
  5302.2200     0.972211
  5302.2400     0.968706
  5302.2600     0.965520
  5302.2800     0.962516
  5302.3000     0.959227
  5302.3200     0.957240
  5302.3400     0.955550
  5302.3600     0.953986
  5302.3800     0.951713
  5302.4000     0.950594
  5302.4200     0.949589
  5302.4400     0.948162
  5302.4600     0.947614
  5302.4800     0.947751
  5302.5000     0.947043
  5302.5200     0.947694
  5302.5400     0.949955
  5302.5600     0.951177
  5302.5800     0.952935
  5302.6000     0.957218
  5302.6200     0.960837
  5302.6400     0.964652
  5302.6600     0.970224
  5302.6800     0.975340
  5302.7000     0.978926
  5302.7200     0.982044
  5302.7400     0.985207
  5302.7600     0.989112
  5302.7800     0.992561
  5302.8000     0.994011
  5302.8200     0.996592
  5302.8400     0.997791
  5302.8600     0.998362
  5302.8800     0.998636
  5302.9000     0.997677
  5302.9200     0.999687
  5302.9400     1.000087
  5302.9600     0.999390
  5302.9800     1.000429
  5303.0000     1.000383
  5303.0200     0.997951
  5303.0400     0.998613
  5303.0600     0.996101
  5303.0800     0.997095
  5303.1000     0.997026
  5303.1200     0.996843
  5303.1400     0.996889
  5303.1600     0.996044
  5303.1800     0.995325
  5303.2000     0.993646
  5303.2200     0.991168
  5303.2400     0.989935
  5303.2600     0.988199
  5303.2800     0.986417
  5303.3000     0.984659
  5303.3200     0.983836
  5303.3400     0.982329
  5303.3600     0.980742
  5303.3800     0.981633
  5303.4000     0.980924
  5303.4200     0.979897
  5303.4400     0.979212
  5303.4600     0.980251
  5303.4800     0.980593
  5303.5000     0.980342
  5303.5200     0.980799
  5303.5400     0.981279
  5303.5600     0.981153
  5303.5800     0.983677
  5303.6000     0.983117
  5303.6200     0.985584
  5303.6400     0.984819
  5303.6600     0.987605
  5303.6800     0.989169
  5303.7000     0.990620
  5303.7200     0.992207
  5303.7400     0.994263
  5303.7600     0.995656
  5303.7800     0.995861
  5303.8000     0.996786
  5303.8200     0.996741
  5303.8400     0.997277
  5303.8600     0.996546
  5303.8800     0.997243
  5303.9000     0.997072
  5303.9200     0.996204
  5303.9400     0.998042
  5303.9600     0.998157
  5303.9800     0.998910
  5304.0000     0.999207
  5304.0200     0.999253
  5304.0400     0.998785
  5304.0600     0.997072
  5304.0800     0.996307
  5304.1000     0.995256
  5304.1200     0.994708
  5304.1400     0.993760
  5304.1600     0.994057
  5304.1800     0.992492
  5304.2000     0.993771
  5304.2200     0.992333
  5304.2400     0.992904
  5304.2600     0.992698
  5304.2800     0.992767
  5304.3000     0.992607
  5304.3200     0.992218
  5304.3400     0.991659
  5304.3600     0.990814
  5304.3800     0.991373
  5304.4000     0.992298
  5304.4200     0.991796
  5304.4400     0.991510
  5304.4600     0.991362
  5304.4800     0.992664
  5304.5000     0.993726
  5304.5200     0.992561
  5304.5400     0.993863
  5304.5600     0.995953
  5304.5800     0.996478
  5304.6000     0.995896
  5304.6200     0.995325
  5304.6400     0.996364
  5304.6600     0.996295
  5304.6800     0.996729
  5304.7000     0.997449
  5304.7200     0.997026
  5304.7400     0.996489
  5304.7600     0.995690
  5304.7800     0.996010
  5304.8000     0.995850
  5304.8200     0.995427
  5304.8400     0.995359
  5304.8600     0.995165
  5304.8800     0.994936
  5304.9000     0.995462
  5304.9200     0.995016
  5304.9400     0.995793
  5304.9600     0.995576
  5304.9800     0.995028
  5305.0000     0.995462
  5305.0200     0.996387
  5305.0400     0.995199
  5305.0600     0.995953
  5305.0800     0.994925
  5305.1000     0.994468
  5305.1200     0.994948
  5305.1400     0.995073
  5305.1600     0.995701
  5305.1800     0.994183
  5305.2000     0.994559
  5305.2200     0.994925
  5305.2400     0.994856
  5305.2600     0.993692
  5305.2800     0.992481
  5305.3000     0.993292
  5305.3200     0.992401
  5305.3400     0.990974
  5305.3600     0.990962
  5305.3800     0.990448
  5305.4000     0.990437
  5305.4200     0.990289
  5305.4400     0.989512
  5305.4600     0.989672
  5305.4800     0.989626
  5305.5000     0.989946
  5305.5200     0.990814
  5305.5400     0.991510
  5305.5600     0.992458
  5305.5800     0.990974
  5305.6000     0.992139
  5305.6200     0.988907
  5305.6400     0.985664
  5305.6600     0.983128
  5305.6800     0.977327
  5305.7000     0.970967
  5305.7200     0.964560
  5305.7400     0.959079
  5305.7600     0.954203
  5305.7800     0.949978
  5305.8000     0.947477
  5305.8200     0.945124
  5305.8400     0.941618
  5305.8600     0.939460
  5305.8800     0.938033
  5305.9000     0.937290
  5305.9200     0.936354
  5305.9400     0.934710
  5305.9600     0.932997
  5305.9800     0.932232
  5306.0000     0.930667
  5306.0200     0.929468
  5306.0400     0.927378
  5306.0600     0.926236
  5306.0800     0.924969
  5306.1000     0.925620
  5306.1200     0.925916
  5306.1400     0.929045
  5306.1600     0.932220
  5306.1800     0.936856
  5306.2000     0.943069
  5306.2200     0.948653
  5306.2400     0.955573
  5306.2600     0.959319
  5306.2800     0.963019
  5306.3000     0.966684
  5306.3200     0.967803
  5306.3400     0.969939
  5306.3600     0.969745
  5306.3800     0.971286
  5306.4000     0.973353
  5306.4200     0.976676
  5306.4400     0.979691
  5306.4600     0.980525
  5306.4800     0.982523
  5306.5000     0.986086
  5306.5200     0.989432
  5306.5400     0.991682
  5306.5600     0.993692
  5306.5800     0.994936
  5306.6000     0.994480
  5306.6200     0.997711
  5306.6400     0.995473
  5306.6600     0.997152
  5306.6800     0.997220
  5306.7000     0.997449
  5306.7200     0.997106
  5306.7400     0.998568
  5306.7600     0.997529
  5306.7800     0.996992
  5306.8000     0.997277
  5306.8200     0.996558
  5306.8400     0.996364
  5306.8600     0.997814
  5306.8800     0.997334
  5306.9000     0.998225
  5306.9200     0.998785
  5306.9400     0.999527
  5306.9600     0.997974
  5306.9800     0.997746
  5307.0000     0.998545
  5307.0200     0.998008
  5307.0400     0.996238
  5307.0600     0.994868
  5307.0800     0.995713
  5307.1000     0.994674
  5307.1200     0.993006
  5307.1400     0.994057
  5307.1600     0.991899
  5307.1800     0.991933
  5307.2000     0.991385
  5307.2200     0.991236
  5307.2400     0.990791
  5307.2600     0.990848
  5307.2800     0.991031
  5307.3000     0.991076
  5307.3200     0.991065
  5307.3400     0.992127
  5307.3600     0.991476
  5307.3800     0.991647
  5307.4000     0.991910
  5307.4200     0.992847
  5307.4400     0.991636
  5307.4600     0.992024
  5307.4800     0.992367
  5307.5000     0.992024
  5307.5200     0.992972
  5307.5400     0.993041
  5307.5600     0.994217
  5307.5800     0.995336
  5307.6000     0.996033
  5307.6200     0.997003
  5307.6400     0.997015
  5307.6600     0.998682
  5307.6800     0.999207
  5307.7000     0.998728
  5307.7200     0.997038
  5307.7400     0.997860
  5307.7600     0.998739
  5307.7800     0.999653
  5307.8000     0.999790
  5307.8200     1.000589
  5307.8400     0.999470
  5307.8600     1.000372
  5307.8800     0.999972
  5307.9000     0.999778
  5307.9200     1.000029
  5307.9400     1.000852
  5307.9600     0.999801
  5307.9800     0.998979
  5308.0000     0.998819
  5308.0200     0.998476
  5308.0400     0.998511
  5308.0600     1.000509
  5308.0800     0.999219
  5308.1000     0.998910
  5308.1200     1.001023
  5308.1400     0.999344
  5308.1600     0.998020
  5308.1800     0.995713
  5308.2000     0.993623
  5308.2200     0.987445
  5308.2400     0.982443
  5308.2600     0.974906
  5308.2800     0.966993
  5308.3000     0.960917
  5308.3200     0.956007
  5308.3400     0.949555
  5308.3600     0.945410
  5308.3800     0.943685
  5308.4000     0.942486
  5308.4200     0.940134
  5308.4400     0.938284
  5308.4600     0.937153
  5308.4800     0.936845
  5308.5000     0.936491
  5308.5200     0.936343
  5308.5400     0.936491
  5308.5600     0.937245
  5308.5800     0.938980
  5308.6000     0.940716
  5308.6200     0.943343
  5308.6400     0.946826
  5308.6600     0.948459
  5308.6800     0.951588
  5308.7000     0.956932
  5308.7200     0.961420
  5308.7400     0.965976
  5308.7600     0.971972
  5308.7800     0.978172
  5308.8000     0.983540
  5308.8200     0.989603
  5308.8400     0.992173
  5308.8600     0.994628
  5308.8800     0.996604
  5308.9000     0.996010
  5308.9200     0.997608
  5308.9400     0.998830
  5308.9600     0.999607
  5308.9800     0.998750
  5309.0000     0.998625
  5309.0200     0.997414
  5309.0400     0.998237
  5309.0600     0.997551
  5309.0800     0.998385
  5309.1000     0.997346
  5309.1200     0.997574
  5309.1400     0.998111
  5309.1600     0.997825
  5309.1800     0.997471
  5309.2000     0.999059
  5309.2200     0.998008
  5309.2400     0.999470
  5309.2600     0.999561
  5309.2800     0.999356
  5309.3000     0.999618
  5309.3200     0.999413
  5309.3400     0.999892
  5309.3600     0.999127
  5309.3800     0.998202
  5309.4000     0.999241
  5309.4200     0.998887
  5309.4400     1.000201
  5309.4600     1.000326
  5309.4800     0.999835
  5309.5000     0.999835
  5309.5200     1.000269
  5309.5400     0.999504
  5309.5600     1.001034
  5309.5800     1.000372
  5309.6000     0.997814
  5309.6200     1.000235
  5309.6400     0.999595
  5309.6600     1.000212
  5309.6800     0.998933
  5309.7000     0.997757
  5309.7200     0.996558
  5309.7400     0.997768
  5309.7600     0.995359
  5309.7800     0.995313
  5309.8000     0.995188
  5309.8200     0.994822
  5309.8400     0.991396
  5309.8600     0.990928
  5309.8800     0.992253
  5309.9000     0.990860
  5309.9200     0.990882
  5309.9400     0.991431
  5309.9600     0.991328
  5309.9800     0.992127
  5310.0000     0.990768
  5310.0200     0.990802
  5310.0400     0.990506
  5310.0600     0.991328
  5310.0800     0.990745
  5310.1000     0.991670
  5310.1200     0.991693
  5310.1400     0.991899
  5310.1600     0.991830
  5310.1800     0.991899
  5310.2000     0.993874
  5310.2200     0.992572
  5310.2400     0.993806
  5310.2600     0.995427
  5310.2800     0.994023
  5310.3000     0.995644
  5310.3200     0.995507
  5310.3400     0.995633
  5310.3600     0.995542
  5310.3800     0.995770
  5310.4000     0.994719
  5310.4200     0.993692
  5310.4400     0.993178
  5310.4600     0.991670
  5310.4800     0.988496
  5310.5000     0.983574
  5310.5200     0.974118
  5310.5400     0.964343
  5310.5600     0.961648
  5310.5800     0.960415
  5310.6000     0.963224
  5310.6200     0.963099
  5310.6400     0.962299
  5310.6600     0.962608
  5310.6800     0.960426
  5310.7000     0.960324
  5310.7200     0.960895
  5310.7400     0.960221
  5310.7600     0.958748
  5310.7800     0.960678
  5310.8000     0.958965
  5310.8200     0.960632
  5310.8400     0.960472
  5310.8600     0.962779
  5310.8800     0.963567
  5310.9000     0.964926
  5310.9200     0.965337
  5310.9400     0.966833
  5310.9600     0.969436
  5310.9800     0.973022
  5311.0000     0.975820
  5311.0200     0.981838
  5311.0400     0.985115
  5311.0600     0.990939
  5311.0800     0.994354
  5311.1000     0.996843
  5311.1200     0.998910
  5311.1400     0.999493
  5311.1600     0.999824
  5311.1800     1.000201
  5311.2000     0.999458
  5311.2200     1.000178
  5311.2400     1.000646
  5311.2600     1.000795
  5311.2800     0.998693
  5311.3000     1.000029
  5311.3200     0.999413
  5311.3400     0.998956
  5311.3600     0.998488
  5311.3800     0.998613
  5311.4000     0.997551
  5311.4200     0.998237
  5311.4400     0.995781
  5311.4600     0.997277
  5311.4800     0.996923
  5311.5000     0.997426
  5311.5200     0.995850
  5311.5400     0.995473
  5311.5600     0.995096
  5311.5800     0.994651
  5311.6000     0.994457
  5311.6200     0.995142
  5311.6400     0.993806
  5311.6600     0.992687
  5311.6800     0.994171
  5311.7000     0.993874
  5311.7200     0.994297
  5311.7400     0.994343
  5311.7600     0.994913
  5311.7800     0.995130
  5311.8000     0.995199
  5311.8200     0.995188
  5311.8400     0.995564
  5311.8600     0.996729
  5311.8800     0.994662
  5311.9000     0.995644
  5311.9200     0.995873
  5311.9400     0.996341
  5311.9600     0.994285
  5311.9800     0.996512
  5312.0000     0.996615
  5312.0200     0.996044
  5312.0400     0.996067
  5312.0600     0.995941
  5312.0800     0.998385
  5312.1000     0.996786
  5312.1200     0.998100
  5312.1400     0.997791
  5312.1600     0.997038
  5312.1800     0.997586
  5312.2000     0.997871
  5312.2200     0.998294
  5312.2400     0.998910
  5312.2600     0.998750
  5312.2800     0.998020
  5312.3000     0.997289
  5312.3200     1.000098
  5312.3400     0.996900
  5312.3600     0.997791
  5312.3800     0.998979
  5312.4000     0.999755
  5312.4200     0.998294
  5312.4400     0.998008
  5312.4600     0.999915
  5312.4800     0.999230
  5312.5000     0.997768
  5312.5200     0.999299
  5312.5400     0.997791
  5312.5600     0.998522
  5312.5800     0.997403
  5312.6000     0.998317
  5312.6200     0.999561
  5312.6400     0.998750
  5312.6600     0.997894
  5312.6800     0.998008
  5312.7000     0.998396
  5312.7200     0.997883
  5312.7400     0.996546
  5312.7600     0.997951
  5312.7800     0.996261
  5312.8000     0.997209
  5312.8200     0.998876
  5312.8400     0.997540
  5312.8600     0.997334
  5312.8800     0.996592
  5312.9000     0.995336
  5312.9200     0.995804
  5312.9400     0.995290
  5312.9600     0.992287
  5312.9800     0.995039
  5313.0000     0.992036
  5313.0200     0.991065
  5313.0400     0.990277
  5313.0600     0.989912
  5313.0800     0.989992
  5313.1000     0.989661
  5313.1200     0.989364
  5313.1400     0.988701
  5313.1600     0.989592
  5313.1800     0.989135
  5313.2000     0.989980
  5313.2200     0.990802
  5313.2400     0.990951
  5313.2600     0.989729
  5313.2800     0.989249
  5313.3000     0.987148
  5313.3200     0.988507
  5313.3400     0.986166
  5313.3600     0.980799
  5313.3800     0.974073
  5313.4000     0.968683
  5313.4200     0.960289
  5313.4400     0.951040
  5313.4600     0.940522
  5313.4800     0.934356
  5313.5000     0.926910
  5313.5200     0.923084
  5313.5400     0.918014
  5313.5600     0.914211
  5313.5800     0.912944
  5313.6000     0.910295
  5313.6200     0.908844
  5313.6400     0.907291
  5313.6600     0.907485
  5313.6800     0.907862
  5313.7000     0.907325
  5313.7200     0.908627
  5313.7400     0.910397
  5313.7600     0.911848
  5313.7800     0.914702
  5313.8000     0.919236
  5313.8200     0.922205
  5313.8400     0.925597
  5313.8600     0.932369
  5313.8800     0.940819
  5313.9000     0.949624
  5313.9200     0.960598
  5313.9400     0.969836
  5313.9600     0.977716
  5313.9800     0.985721
  5314.0000     0.990825
  5314.0200     0.992218
  5314.0400     0.995050
  5314.0600     0.993874
  5314.0800     0.994913
  5314.1000     0.993634
  5314.1200     0.993886
  5314.1400     0.994822
  5314.1600     0.995496
  5314.1800     0.995850
  5314.2000     0.996432
  5314.2200     0.997186
  5314.2400     0.996775
  5314.2600     0.997608
  5314.2800     0.998134
  5314.3000     0.999207
  5314.3200     0.999516
  5314.3400     0.999778
  5314.3600     0.999790
  5314.3800     1.001240
  5314.4000     0.999287
  5314.4200     0.999870
  5314.4400     1.000064
  5314.4600     0.999013
  5314.4800     0.996272
  5314.5000     0.998922
  5314.5200     0.998682
  5314.5400     0.998716
  5314.5600     0.998785
  5314.5800     0.997266
  5314.6000     0.998579
  5314.6200     0.998442
  5314.6400     0.997186
  5314.6600     0.995964
  5314.6800     0.995016
  5314.7000     0.996706
  5314.7200     0.996912
  5314.7400     0.995941
  5314.7600     0.995736
  5314.7800     0.995759
  5314.8000     0.995507
  5314.8200     0.996683
  5314.8400     0.996763
  5314.8600     0.996375
  5314.8800     0.995222
  5314.9000     0.994068
  5314.9200     0.993440
  5314.9400     0.994548
  5314.9600     0.992949
  5314.9800     0.991134
  5315.0000     0.990802
  5315.0200     0.989204
  5315.0400     0.989101
  5315.0600     0.988153
  5315.0800     0.986577
  5315.1000     0.987536
  5315.1200     0.985595
  5315.1400     0.986726
  5315.1600     0.984476
  5315.1800     0.984168
  5315.2000     0.983677
  5315.2200     0.984978
  5315.2400     0.986052
  5315.2600     0.986189
  5315.2800     0.986337
  5315.3000     0.987559
  5315.3200     0.986189
  5315.3400     0.985881
  5315.3600     0.985321
  5315.3800     0.987114
  5315.4000     0.984122
  5315.4200     0.984236
  5315.4400     0.985138
  5315.4600     0.984385
  5315.4800     0.984899
  5315.5000     0.983779
  5315.5200     0.981667
  5315.5400     0.982169
  5315.5600     0.984179
  5315.5800     0.981827
  5315.6000     0.981416
  5315.6200     0.982740
  5315.6400     0.981804
  5315.6600     0.982032
  5315.6800     0.982306
  5315.7000     0.981176
  5315.7200     0.983551
  5315.7400     0.984876
  5315.7600     0.982478
  5315.7800     0.985412
  5315.8000     0.986474
  5315.8200     0.985949
  5315.8400     0.986132
  5315.8600     0.988553
  5315.8800     0.989010
  5315.9000     0.991602
  5315.9200     0.994845
  5315.9400     0.994411
  5315.9600     0.994160
  5315.9800     0.993646
  5316.0000     0.991613
  5316.0200     0.986828
  5316.0400     0.983037
  5316.0600     0.978424
  5316.0800     0.973193
  5316.1000     0.967004
  5316.1200     0.962265
  5316.1400     0.958634
  5316.1600     0.955105
  5316.1800     0.952398
  5316.2000     0.949783
  5316.2200     0.946883
  5316.2400     0.946826
  5316.2600     0.943800
  5316.2800     0.942715
  5316.3000     0.938980
  5316.3200     0.935109
  5316.3400     0.929959
  5316.3600     0.921977
  5316.3800     0.913012
  5316.4000     0.897893
  5316.4200     0.883379
  5316.4400     0.864833
  5316.4600     0.846139
  5316.4800     0.828188
  5316.5000     0.810168
  5316.5200     0.793244
  5316.5400     0.776252
  5316.5600     0.760139
  5316.5800     0.743843
  5316.6000     0.725286
  5316.6200     0.706364
  5316.6400     0.688196
  5316.6600     0.670210
  5316.6800     0.655707
  5316.7000     0.643671
  5316.7200     0.637641
  5316.7400     0.632297
  5316.7600     0.631064
  5316.7800     0.632434
  5316.8000     0.637550
  5316.8200     0.645612
  5316.8400     0.655992
  5316.8600     0.671100
  5316.8800     0.689886
  5316.9000     0.711286
  5316.9200     0.734239
  5316.9400     0.760036
  5316.9600     0.785433
  5316.9800     0.808992
  5317.0000     0.830358
  5317.0200     0.852911
  5317.0400     0.873512
  5317.0600     0.891795
  5317.0800     0.908856
  5317.1000     0.923381
  5317.1200     0.940773
  5317.1400     0.955162
  5317.1600     0.967541
  5317.1800     0.977944
  5317.2000     0.986132
  5317.2200     0.992173
  5317.2400     0.994685
  5317.2600     0.995370
  5317.2800     0.996866
  5317.3000     0.997643
  5317.3200     0.998785
  5317.3400     0.996992
  5317.3600     0.995907
  5317.3800     0.996604
  5317.4000     0.998511
  5317.4200     0.995359
  5317.4400     0.994137
  5317.4600     0.994742
  5317.4800     0.994548
  5317.5000     0.993543
  5317.5200     0.995416
  5317.5400     0.993418
  5317.5600     0.995759
  5317.5800     0.993189
  5317.6000     0.995142
  5317.6200     0.994845
  5317.6400     0.994126
  5317.6600     0.995085
  5317.6800     0.994422
  5317.7000     0.993966
  5317.7200     0.995188
  5317.7400     0.994834
  5317.7600     0.995484
  5317.7800     0.993771
  5317.8000     0.995050
  5317.8200     0.993383
  5317.8400     0.993006
  5317.8600     0.991408
  5317.8800     0.991739
  5317.9000     0.989261
  5317.9200     0.986760
  5317.9400     0.984659
  5317.9600     0.983631
  5317.9800     0.981952
  5318.0000     0.981313
  5318.0200     0.978549
  5318.0400     0.978903
  5318.0600     0.976026
  5318.0800     0.973844
  5318.1000     0.972394
  5318.1200     0.972360
  5318.1400     0.971115
  5318.1600     0.969094
  5318.1800     0.969882
  5318.2000     0.969539
  5318.2200     0.970133
  5318.2400     0.969025
  5318.2600     0.968009
  5318.2800     0.969254
  5318.3000     0.969425
  5318.3200     0.969779
  5318.3400     0.972702
  5318.3600     0.975649
  5318.3800     0.976779
  5318.4000     0.978755
  5318.4200     0.981416
  5318.4400     0.983677
  5318.4600     0.984545
  5318.4800     0.986086
  5318.5000     0.985721
  5318.5200     0.986052
  5318.5400     0.985983
  5318.5600     0.986052
  5318.5800     0.984316
  5318.6000     0.984008
  5318.6200     0.982637
  5318.6400     0.981952
  5318.6600     0.980388
  5318.6800     0.979691
  5318.7000     0.983345
  5318.7200     0.980685
  5318.7400     0.982032
  5318.7600     0.984099
  5318.7800     0.985321
  5318.8000     0.985801
  5318.8200     0.986874
  5318.8400     0.986166
  5318.8600     0.987274
  5318.8800     0.987925
  5318.9000     0.987445
  5318.9200     0.991453
  5318.9400     0.990003
  5318.9600     0.988987
  5318.9800     0.990620
  5319.0000     0.991099
  5319.0200     0.991499
  5319.0400     0.993166
  5319.0600     0.992527
  5319.0800     0.992173
  5319.1000     0.994160
  5319.1200     0.993806
  5319.1400     0.994263
  5319.1600     0.995073
  5319.1800     0.996078
  5319.2000     0.994639
  5319.2200     0.995770
  5319.2400     0.996295
  5319.2600     0.994822
  5319.2800     0.993303
  5319.3000     0.993338
  5319.3200     0.993532
  5319.3400     0.994057
  5319.3600     0.995622
  5319.3800     0.994274
  5319.4000     0.994925
  5319.4200     0.996626
  5319.4400     0.996067
  5319.4600     1.000052
  5319.4800     0.998865
  5319.5000     0.997117
  5319.5200     0.997015
  5319.5400     1.000509
  5319.5600     1.001080
  5319.5800     1.001377
  5319.6000     1.001057
  5319.6200     1.000954
  5319.6400     0.999127
  5319.6600     0.999972
  5319.6800     0.998945
  5319.7000     0.995793
  5319.7200     0.996261
  5319.7400     0.997380
  5319.7600     0.995736
  5319.7800     0.995176
  5319.8000     0.995610
  5319.8200     0.995096
  5319.8400     0.994639
  5319.8600     0.993851
  5319.8800     0.993817
  5319.9000     0.993703
  5319.9200     0.992036
  5319.9400     0.992333
